purpose,isjointapplication,loanamount,interestrate,monthlypayment,grade,residentialstate,homeownership,annualincome,incomeverified,dtiratio,lengthcredithistory,numtotalcreditlines,numopencreditlines,numopencreditlines1year,revolvingbalance,revolvingutilizationrate,numderogatoryrec,numdelinquency2years,numchargeoff1year,numinquiries6mon,loan_year,loan_month,loan_dayofweek,term_months,default_flag
debtconsolidation,0.0,13907.0,6.82,274,A2,DC,mortgage,55026,1,16.55,8,13,11.0,5,17068,91.24,0,0,0,1,2016,4,6,60.0,0
debtconsolidation,0.0,30215.0,18.61,1102,C3,DC,rent,49962,1,20.78,4,14,13.0,9,16134,89.78,0,2,2,1,2015,5,1,36.0,1
business,0.0,24088.0,20.5,901,E3,PA,own,53560,1,21.77,21,14,13.0,8,12521,50.02,0,0,0,1,2016,3,1,36.0,1
debtconsolidation,0.0,23730.0,7.84,479,D1,KS,mortgage,48272,0,20.85,4,21,15.0,12,17896,100.0,0,0,0,13,2015,10,5,60.0,1
debtconsolidation,0.0,16143.0,9.47,405,B3,ME,own,57906,1,17.84,10,10,10.0,10,16906,49.88,0,0,0,1,2015,7,3,48.0,0
debtconsolidation,0.0,21211.0,10.27,687,D1,PA,own,55420,1,14.02,2,13,13.0,8,15091,65.3,0,4,2,0,2015,9,3,36.0,0
homeimprovement,0.0,14632.0,17.41,367,B3,TN,rent,57940,0,14.04,1,13,7.0,6,15912,60.69,0,0,0,2,2016,5,1,60.0,0
debtconsolidation,0.0,26516.0,19.11,794,E1,MN,own,56001,1,10.4,4,13,9.0,7,14759,73.17,14,0,0,1,2015,9,1,48.0,0
debtconsolidation,0.0,26254.0,17.36,762,B1,ID,mortgage,54552,0,15.65,10,17,9.0,5,11752,47.05,1,0,0,0,2015,6,2,48.0,0
debtconsolidation,0.0,18683.0,12.46,496,D2,TX,own,60201,1,9.87,7,16,14.0,6,21179,57.01,0,8,6,1,2016,6,6,48.0,0
debtconsolidation,0.0,22052.0,18.79,806,A3,PA,mortgage,58616,1,24.53,5,12,11.0,6,15083,72.08,0,0,0,0,2015,4,5,36.0,0
debtconsolidation,0.0,20093.0,15.68,485,A2,MT,own,53337,1,15.15,8,13,11.0,4,15973,66.52,0,1,1,0,2014,7,2,60.0,0
debtconsolidation,0.0,27025.0,20.24,1008,E3,AZ,rent,53809,1,22.99,6,17,11.0,11,13461,74.28,6,0,0,1,2016,3,1,36.0,1
homeimprovement,0.0,19857.0,13.3,455,A2,ID,own,53051,1,20.02,5,16,9.0,6,16154,48.17,0,0,0,0,2016,1,6,60.0,0
debtconsolidation,0.0,18055.0,11.31,594,B1,DC,mortgage,60344,0,20.71,4,16,15.0,12,13271,52.33,0,0,0,0,2016,2,3,36.0,0
debtconsolidation,0.0,24519.0,8.42,603,A1,NY,mortgage,59501,1,18.88,1,10,5.0,5,14511,64.48,0,0,0,0,2015,9,2,48.0,0
homeimprovement,0.0,16108.0,10.56,347,D3,DC,rent,49172,0,22.15,2,20,17.0,13,16615,68.09,0,6,4,1,2015,5,2,60.0,0
debtconsolidation,0.0,17531.0,6.56,416,C1,NV,mortgage,55365,1,21.11,17,18,18.0,8,12475,93.28,0,1,1,1,2015,12,4,48.0,0
debtconsolidation,0.0,20560.0,16.72,730,C2,AZ,own,55790,1,18.41,16,23,15.0,12,16918,51.06,0,16,14,0,2016,3,2,36.0,0
debtconsolidation,0.0,28234.0,9.81,597,A1,NY,own,53726,0,12.06,8,15,13.0,8,14832,37.3,0,0,0,0,2016,2,0,60.0,1
homeimprovement,0.0,20422.0,12.33,458,C1,IL,rent,53471,1,9.78,11,19,10.0,9,17222,53.54,0,1,1,0,2014,10,3,60.0,0
debtconsolidation,0.0,19088.0,13.42,647,A3,CA,rent,54998,0,12.18,7,22,13.0,11,17023,76.77,0,0,0,2,2015,5,0,36.0,0
homeimprovement,0.0,11598.0,10.35,296,C2,AR,mortgage,51710,0,13.31,6,12,11.0,6,18071,38.71,0,2,1,0,2015,3,1,48.0,0
healthcare,0.0,24217.0,18.68,720,B2,NE,own,51843,1,18.87,8,12,6.0,2,15576,66.95,7,3,3,0,2015,1,1,48.0,0
debtconsolidation,0.0,26049.0,7.26,807,C2,GA,own,52111,1,22.12,37,19,13.0,11,14647,22.81,1,0,0,2,2015,1,3,36.0,0
debtconsolidation,0.0,16880.0,9.19,422,E1,LA,rent,55420,1,13.89,4,12,8.0,7,15124,77.77,0,2,2,0,2016,2,5,48.0,0
debtconsolidation,0.0,20600.0,10.85,651,C2,ID,mortgage,60229,1,16.35,34,16,15.0,12,18027,64.9,10,0,0,1,2016,5,6,36.0,0
debtconsolidation,0.0,19244.0,7.79,388,D2,PA,rent,51824,0,19.39,4,11,10.0,7,14575,56.46,8,0,0,0,2014,5,4,60.0,0
homeimprovement,0.0,26498.0,5.86,511,A1,TX,own,56051,1,15.92,8,15,13.0,8,14802,78.54,8,0,0,0,2015,4,0,60.0,0
debtconsolidation,0.0,14073.0,7.94,441,B3,IN,mortgage,53553,1,29.58,37,16,14.0,11,12551,62.36,0,0,0,0,2015,4,3,36.0,0
debtconsolidation,0.0,11725.0,6.18,276,B3,SC,own,53699,1,13.3,1,18,12.0,4,13619,62.22,0,0,0,17,2016,1,5,48.0,0
debtconsolidation,0.0,21543.0,13.06,579,A3,CA,mortgage,59516,1,18.91,7,10,5.0,2,16476,72.1,10,0,0,0,2014,12,1,48.0,0
business,0.0,18786.0,19.91,697,D2,DE,rent,57633,1,15.13,4,13,11.0,10,7997,50.89,0,0,0,1,2015,4,6,36.0,1
debtconsolidation,0.0,19036.0,6.36,371,B2,NM,own,53599,0,16.4,19,12,11.0,5,11758,86.77,0,14,8,0,2016,4,6,60.0,0
debtconsolidation,0.0,20450.0,12.54,460,B3,IA,own,57161,1,11.66,30,15,8.0,6,16607,63.42,0,0,0,12,2016,1,1,60.0,0
debtconsolidation,0.0,17921.0,13.01,604,A1,IL,rent,57285,1,20.59,7,27,20.0,20,16849,47.09,0,0,0,0,2015,4,4,36.0,0
debtconsolidation,0.0,13116.0,13.88,358,A1,SD,mortgage,57143,0,15.21,5,15,14.0,8,16656,83.38,0,0,0,1,2015,6,3,48.0,0
debtconsolidation,0.0,20827.0,10.41,676,A1,CO,mortgage,50686,0,15.54,3,8,5.0,4,16192,50.49,0,9,8,1,2015,7,6,36.0,0
debtconsolidation,0.0,12776.0,8.64,404,C1,GA,rent,58194,1,18.35,2,20,19.0,11,12459,53.23,0,0,0,0,2016,1,2,36.0,0
debtconsolidation,0.0,32315.0,10.36,692,E2,TN,mortgage,49789,1,19.03,2,17,11.0,5,14211,66.78,13,0,0,15,2014,10,6,60.0,0
debtconsolidation,0.0,22632.0,15.04,630,A2,TX,own,56166,1,25.44,2,11,11.0,6,13398,75.94,0,0,0,0,2016,2,0,48.0,0
debtconsolidation,0.0,18292.0,11.07,473,B2,VA,own,59287,1,16.74,9,11,6.0,4,14483,50.48,0,0,0,0,2015,10,6,48.0,0
debtconsolidation,0.0,23054.0,18.3,837,D3,TX,rent,48848,0,25.82,1,11,8.0,8,18022,49.4,0,1,1,0,2015,6,1,36.0,0
debtconsolidation,0.0,26252.0,10.11,667,A2,FL,own,54572,1,21.14,1,11,7.0,3,14391,85.61,0,0,0,0,2015,5,0,48.0,0
other,0.0,16536.0,8.19,405,B2,AL,own,53558,1,22.18,10,15,13.0,8,13129,80.47,0,0,0,0,2016,1,0,48.0,0
debtconsolidation,0.0,21656.0,15.66,610,C2,NY,rent,49854,1,14.04,2,12,12.0,5,14975,55.99,0,0,0,0,2014,11,0,48.0,0
debtconsolidation,1.0,22893.0,16.75,813,C1,FL,mortgage,46531,1,18.63,1,19,18.0,16,13953,77.65,2,10,9,1,2015,7,6,36.0,0
debtconsolidation,0.0,12377.0,18.07,364,A2,DC,rent,57275,1,23.65,5,5,3.0,2,15299,72.41,0,0,0,1,2015,10,0,48.0,0
debtconsolidation,0.0,21736.0,9.63,547,A2,CA,rent,47287,1,13.57,2,8,4.0,2,17015,84.11,10,1,1,0,2014,11,5,48.0,0
homeimprovement,0.0,34068.0,7.06,1053,A2,NY,rent,52180,1,19.15,6,14,12.0,6,17330,64.12,0,0,0,0,2015,1,1,36.0,0
debtconsolidation,0.0,15727.0,8.52,323,B1,MN,rent,53464,1,13.85,3,17,14.0,7,16799,82.48,0,0,0,2,2016,4,4,60.0,0
debtconsolidation,0.0,21567.0,12.05,568,C3,CA,rent,54920,1,26.97,19,24,23.0,13,17730,51.94,0,0,0,0,2015,1,6,48.0,0
debtconsolidation,0.0,25683.0,12.64,580,E3,RI,mortgage,61741,0,16.57,6,19,11.0,8,12726,56.51,2,0,0,1,2014,7,6,60.0,0
homeimprovement,0.0,22708.0,8.01,461,E3,AL,mortgage,59879,1,12.42,2,22,15.0,10,14137,100.0,3,0,0,1,2015,6,0,60.0,0
debtconsolidation,0.0,26626.0,6.6,817,A2,LA,own,59957,1,27.14,40,17,14.0,6,13381,84.23,0,3,2,0,2015,8,2,36.0,0
debtconsolidation,0.0,20076.0,10.97,519,A3,IA,own,53869,0,14.18,2,16,12.0,8,17472,63.79,0,0,0,0,2015,8,4,48.0,0
debtconsolidation,0.0,11747.0,16.54,416,B1,IA,own,57378,0,12.25,2,13,12.0,7,15279,72.49,0,0,0,0,2014,9,0,36.0,0
debtconsolidation,0.0,18216.0,6.05,555,B1,KS,own,52565,0,22.47,8,19,17.0,13,15568,44.6,0,0,0,1,2015,5,6,36.0,0
debtconsolidation,0.0,19857.0,19.53,733,A3,IN,rent,56783,0,12.36,1,20,12.0,10,13154,63.05,4,12,11,0,2015,10,4,36.0,0
other,0.0,18054.0,14.19,619,E1,PA,mortgage,56429,1,5.24,9,14,10.0,5,12897,83.22,0,0,0,2,2015,4,2,36.0,0
debtconsolidation,0.0,25482.0,7.69,618,A2,FL,mortgage,60271,1,22.97,3,17,13.0,8,12185,83.6,0,1,1,18,2015,8,2,48.0,0
homeimprovement,0.0,25137.0,5.81,763,A3,FL,mortgage,53604,0,9.29,5,15,9.0,5,16949,43.07,0,0,0,0,2015,12,6,36.0,0
debtconsolidation,0.0,20268.0,14.44,697,A3,WV,rent,56760,0,13.6,8,10,9.0,8,17044,85.28,0,0,0,8,2015,5,3,36.0,0
debtconsolidation,0.0,24294.0,4.83,457,B2,CA,own,57380,1,19.66,10,13,7.0,2,11494,69.39,0,0,0,2,2016,2,1,60.0,0
debtconsolidation,0.0,25821.0,7.33,622,B1,FL,rent,58686,1,20.58,1,20,12.0,8,14727,62.24,0,0,0,0,2014,10,3,48.0,0
debtconsolidation,0.0,12269.0,5.35,284,E2,MN,rent,55720,1,15.25,9,13,11.0,6,13183,58.81,0,0,0,0,2015,4,5,48.0,0
debtconsolidation,0.0,19547.0,15.56,550,D3,IA,own,54028,1,15.58,2,16,10.0,8,12885,64.19,0,0,0,10,2015,6,5,48.0,0
debtconsolidation,0.0,18673.0,16.53,459,C1,ID,own,55956,1,19.86,8,16,13.0,7,14989,66.59,0,0,0,1,2015,4,0,60.0,0
debtconsolidation,0.0,23391.0,10.76,506,B3,NE,rent,48416,0,8.13,27,20,17.0,11,15044,57.7,0,0,0,1,2014,8,2,60.0,0
auto,0.0,16100.0,15.09,449,E2,CO,own,47589,1,16.26,5,18,12.0,11,11193,60.28,0,0,0,1,2014,10,0,48.0,1
debtconsolidation,1.0,15074.0,10.24,384,C3,SD,own,54699,1,6.08,9,14,8.0,5,13429,72.92,0,1,1,0,2016,1,0,48.0,0
debtconsolidation,0.0,18944.0,13.06,509,C1,IL,rent,56906,0,13.44,3,14,9.0,7,12501,62.8,0,0,0,1,2016,5,3,48.0,0
debtconsolidation,0.0,26173.0,8.42,825,B1,IL,own,53950,0,13.87,8,8,7.0,5,19720,62.34,0,0,0,0,2016,6,1,36.0,0
debtconsolidation,1.0,23959.0,4.86,451,E2,IN,own,50816,1,14.35,8,17,14.0,12,10926,89.69,14,0,0,1,2015,8,3,60.0,0
debtconsolidation,0.0,21339.0,6.69,419,A3,PA,own,51478,1,17.35,4,15,11.0,8,17224,80.74,0,0,0,3,2015,5,2,60.0,0
debtconsolidation,0.0,23114.0,9.92,490,B3,MA,rent,60918,1,19.39,2,19,16.0,10,18796,90.32,0,0,0,0,2015,6,6,60.0,0
business,0.0,13382.0,13.57,308,B2,MO,own,55039,1,19.62,6,15,9.0,5,10820,76.12,0,0,0,2,2016,6,4,60.0,1
debtconsolidation,0.0,16027.0,5.67,485,B3,TN,mortgage,51673,1,18.56,9,13,9.0,5,10974,88.84,0,0,0,2,2015,3,1,36.0,0
debtconsolidation,0.0,27877.0,5.58,649,A3,MN,rent,53161,0,23.53,3,16,9.0,5,19396,61.65,0,0,0,2,2014,5,4,48.0,0
homeimprovement,0.0,36673.0,21.61,1148,B3,CA,own,48743,1,28.4,3,10,6.0,6,13269,49.41,0,0,0,1,2014,5,6,48.0,1
debtconsolidation,0.0,16682.0,10.18,425,C3,MN,mortgage,52765,1,12.07,10,16,13.0,6,14239,69.87,0,19,13,0,2016,5,0,48.0,0
debtconsolidation,0.0,22258.0,7.83,696,B3,NE,mortgage,50450,0,18.85,7,14,9.0,8,17323,36.3,0,0,0,0,2016,3,2,36.0,0
debtconsolidation,0.0,18583.0,6.15,567,D1,NE,mortgage,57124,1,14.78,3,23,19.0,11,19552,100.0,1,0,0,0,2016,3,5,36.0,0
debtconsolidation,0.0,19533.0,5.33,588,B1,LA,mortgage,58938,1,15.77,10,10,7.0,3,18570,53.38,6,1,1,2,2016,2,2,36.0,0
debtconsolidation,0.0,22494.0,4.87,517,C3,RI,rent,61559,1,19.35,1,9,6.0,5,10314,82.33,0,3,2,0,2014,8,2,48.0,0
debtconsolidation,0.0,18826.0,17.61,677,A2,NY,rent,48615,1,18.82,2,11,10.0,4,15648,71.73,0,0,0,0,2015,10,0,36.0,0
auto,0.0,20978.0,7.53,653,B3,IL,rent,57354,1,9.36,10,12,8.0,6,16894,43.3,0,0,0,0,2014,9,3,36.0,0
debtconsolidation,0.0,19944.0,9.04,635,E3,NJ,own,57235,0,26.77,1,19,16.0,7,11383,66.9,0,0,0,0,2016,6,0,36.0,0
debtconsolidation,0.0,20287.0,12.58,457,A2,IA,mortgage,54247,0,4.88,6,9,8.0,4,13081,63.14,0,0,0,0,2016,5,0,60.0,0
debtconsolidation,0.0,39255.0,5.68,753,C2,CA,rent,51083,0,22.48,4,18,17.0,16,18195,70.3,0,5,5,0,2015,8,6,60.0,0
homeimprovement,0.0,23426.0,8.17,574,E2,VT,mortgage,52240,1,15.31,7,13,13.0,11,16365,81.87,8,0,0,0,2014,12,4,48.0,0
education,0.0,17677.0,7.16,547,B2,IA,own,53756,1,14.37,5,19,18.0,10,11894,38.93,0,1,1,2,2014,11,3,36.0,0
homeimprovement,0.0,27353.0,10.1,583,C1,MT,rent,50214,1,20.63,6,18,13.0,7,12855,66.37,0,9,7,0,2015,8,1,60.0,0
debtconsolidation,0.0,9391.0,14.3,258,B2,GA,mortgage,55116,1,15.33,7,18,10.0,9,16557,49.43,0,0,0,9,2014,12,2,48.0,0
other,0.0,24457.0,16.15,597,A1,OH,rent,56749,0,24.7,5,11,9.0,5,11980,63.13,0,0,0,5,2016,3,5,60.0,0
debtconsolidation,0.0,17679.0,9.14,563,C2,MD,rent,53853,1,6.04,20,16,13.0,11,16536,72.1,0,0,0,1,2016,5,6,36.0,0
business,0.0,16944.0,11.98,563,B1,NY,rent,52932,1,22.63,5,12,11.0,8,11459,53.36,0,0,0,0,2016,1,4,36.0,0
other,0.0,21840.0,13.89,507,A2,AR,mortgage,51423,1,18.59,23,17,12.0,11,15305,71.95,0,0,0,0,2015,2,1,60.0,0
debtconsolidation,0.0,22034.0,10.55,565,E3,TX,own,57221,1,17.22,26,16,8.0,5,7059,39.07,0,0,0,0,2015,8,6,48.0,0
debtconsolidation,0.0,19776.0,6.94,391,A3,NY,rent,55934,1,15.09,5,10,7.0,7,13795,72.15,0,0,0,6,2015,3,5,60.0,0
debtconsolidation,0.0,16408.0,12.91,439,C1,UT,own,58930,1,16.79,40,18,11.0,9,18420,32.63,0,0,0,0,2014,5,6,48.0,0
debtconsolidation,0.0,26325.0,9.98,559,E3,NE,rent,51343,1,20.39,6,16,12.0,8,11510,59.55,0,0,0,0,2014,9,0,60.0,1
debtconsolidation,0.0,16558.0,7.57,332,C2,SC,own,56641,1,27.02,12,17,12.0,6,18110,76.86,0,10,8,0,2015,6,4,60.0,0
debtconsolidation,0.0,26317.0,7.49,819,A2,OR,mortgage,52864,1,5.91,9,16,14.0,9,18420,100.0,0,0,0,2,2015,11,0,36.0,0
debtconsolidation,0.0,22875.0,9.2,730,B1,LA,own,56859,1,15.97,6,15,9.0,7,12340,71.61,0,0,0,1,2016,2,4,36.0,0
debtconsolidation,0.0,21990.0,21.18,831,E2,IA,own,54356,1,17.06,4,9,8.0,5,16024,92.22,0,0,0,0,2015,7,4,36.0,1
debtconsolidation,0.0,28933.0,8.72,916,A2,AZ,mortgage,55748,1,14.55,6,17,12.0,11,13657,55.02,0,0,0,1,2015,9,1,36.0,0
homeimprovement,0.0,20125.0,12.53,535,C3,GA,own,53075,1,22.21,4,17,10.0,7,13928,91.65,0,0,0,0,2016,5,5,48.0,0
debtconsolidation,0.0,20510.0,10.9,671,A1,NY,own,57375,0,17.18,38,13,7.0,3,15061,67.03,0,0,0,0,2016,3,1,36.0,0
debtconsolidation,0.0,11557.0,15.04,322,E1,OR,rent,56226,1,20.91,5,21,19.0,8,12385,82.89,0,3,2,6,2014,10,5,48.0,0
debtconsolidation,0.0,19813.0,5.24,376,C2,OK,mortgage,58436,0,19.74,5,11,6.0,2,12208,73.32,0,0,0,0,2016,5,2,60.0,0
debtconsolidation,0.0,14494.0,10.22,310,E2,GA,rent,54734,1,23.12,5,12,9.0,7,16052,26.82,3,3,2,1,2015,6,5,60.0,1
debtconsolidation,0.0,17645.0,22.26,490,E3,IA,own,51225,1,19.44,13,14,7.0,5,15107,52.5,0,0,0,0,2015,5,5,60.0,1
debtconsolidation,0.0,26515.0,5.42,800,A2,IA,own,56293,0,14.5,4,15,13.0,9,17868,83.43,0,1,1,1,2016,6,3,36.0,0
business,0.0,16766.0,6.98,401,D2,DC,own,51028,1,21.69,6,16,9.0,6,16079,57.16,3,3,3,0,2015,11,1,48.0,0
debtconsolidation,0.0,11407.0,10.44,292,B3,DE,mortgage,57088,0,12.57,25,20,16.0,9,15932,64.54,2,3,3,0,2014,8,2,48.0,0
debtconsolidation,0.0,17406.0,18.54,447,D3,IN,rent,51535,1,20.71,7,22,17.0,11,11846,44.49,6,0,0,2,2016,6,2,60.0,1
homeimprovement,0.0,19489.0,5.97,457,A1,OR,rent,54440,1,25.12,6,17,9.0,5,13698,54.9,0,0,0,0,2015,5,5,48.0,0
debtconsolidation,0.0,6489.0,18.2,235,A3,DC,mortgage,52903,1,16.99,3,16,11.0,11,17788,75.02,0,1,1,0,2015,10,4,36.0,0
debtconsolidation,0.0,26071.0,6.09,613,A3,FL,mortgage,50485,0,14.79,1,14,12.0,9,16611,53.29,14,0,0,1,2015,3,5,48.0,0
debtconsolidation,0.0,17091.0,4.81,511,B1,LA,own,56640,1,17.08,3,24,21.0,8,16527,34.17,0,6,4,1,2015,6,3,36.0,0
debtconsolidation,0.0,20848.0,10.92,538,D2,CA,mortgage,51183,1,11.04,12,11,7.0,4,13545,57.52,0,0,0,1,2015,12,1,48.0,1
debtconsolidation,0.0,14731.0,7.71,297,E3,CA,mortgage,53992,0,21.88,4,18,9.0,5,16857,34.4,0,1,1,0,2016,3,3,60.0,0
debtconsolidation,0.0,23393.0,9.82,591,A2,NY,rent,54552,1,15.64,17,14,8.0,6,16604,63.37,0,13,8,0,2014,9,6,48.0,0
debtconsolidation,0.0,18128.0,7.58,439,A3,KY,rent,55962,1,17.48,8,10,6.0,4,14358,54.22,0,2,2,1,2015,1,1,48.0,0
debtconsolidation,0.0,18868.0,8.58,466,B3,WA,mortgage,49064,0,21.15,3,23,14.0,10,9001,52.93,0,0,0,0,2014,11,5,48.0,0
debtconsolidation,0.0,28119.0,15.76,985,E1,CA,own,49175,1,14.21,2,21,11.0,8,11856,57.01,0,1,1,0,2015,7,6,36.0,1
debtconsolidation,1.0,21231.0,17.63,764,A1,DC,rent,54662,1,21.3,18,15,12.0,10,17313,46.62,0,7,7,0,2014,10,0,36.0,0
debtconsolidation,0.0,30409.0,15.04,724,A3,WA,mortgage,52064,1,25.02,2,15,13.0,5,19049,95.14,0,0,0,2,2014,8,0,60.0,0
debtconsolidation,0.0,11057.0,10.92,285,C2,ID,rent,55200,1,15.26,6,15,12.0,10,13166,70.51,1,6,3,0,2016,3,6,48.0,0
auto,0.0,16013.0,10.32,409,A2,WV,mortgage,53602,0,10.16,5,28,17.0,16,14384,63.38,1,0,0,2,2016,5,6,48.0,0
debtconsolidation,0.0,23147.0,13.71,788,C2,TX,rent,54819,1,13.35,7,10,7.0,3,14262,40.22,0,0,0,1,2016,2,4,36.0,0
debtconsolidation,0.0,28139.0,19.44,1038,B1,IN,own,59861,1,14.25,8,12,7.0,4,17064,71.48,0,0,0,0,2014,10,3,48.0,0
debtconsolidation,0.0,28352.0,8.41,698,B3,SD,own,51240,0,25.18,21,9,7.0,3,16894,50.41,0,6,4,0,2016,4,4,48.0,0
homeimprovement,0.0,22304.0,10.04,720,D1,AL,own,54870,1,10.71,11,8,7.0,4,13454,86.51,0,0,0,1,2015,6,0,36.0,0
debtconsolidation,0.0,15748.0,4.73,361,C3,IN,mortgage,53737,1,16.39,1,14,9.0,6,15587,85.13,0,0,0,0,2015,11,2,48.0,0
debtconsolidation,0.0,25929.0,18.14,660,A1,GA,mortgage,56576,1,18.41,6,12,6.0,3,9921,38.62,6,0,0,0,2014,10,0,60.0,0
debtconsolidation,0.0,21806.0,4.61,498,A1,ND,own,46826,1,20.39,4,5,3.0,2,16597,75.67,0,9,7,0,2015,10,1,48.0,0
debtconsolidation,0.0,17460.0,9.78,441,B1,PA,mortgage,54640,1,21.84,1,14,8.0,3,14835,69.3,1,0,0,1,2015,7,3,48.0,0
debtconsolidation,0.0,19416.0,13.51,447,C1,AR,rent,53647,1,9.35,22,16,9.0,7,14467,57.51,0,0,0,1,2015,12,3,60.0,0
debtconsolidation,0.0,10095.0,12.69,269,E1,OH,mortgage,55714,0,15.24,21,13,8.0,7,13918,55.42,0,0,0,1,2016,4,4,48.0,0
debtconsolidation,0.0,21026.0,12.52,473,E2,MS,own,56046,1,15.7,27,15,11.0,10,12780,60.34,0,14,7,1,2014,12,6,60.0,1
debtconsolidation,0.0,11825.0,16.3,417,E2,ND,own,52636,0,8.26,8,17,16.0,9,14964,77.14,0,0,0,0,2015,1,3,36.0,0
other,1.0,19909.0,7.75,484,B2,TN,mortgage,55252,1,7.72,3,17,10.0,9,16806,34.5,0,0,0,1,2016,5,6,48.0,0
debtconsolidation,0.0,14144.0,15.42,397,E3,MT,mortgage,56513,0,18.08,10,20,13.0,9,11471,58.93,0,0,0,1,2014,10,6,48.0,0
debtconsolidation,1.0,25950.0,25.94,1045,B3,FL,mortgage,49876,1,15.98,6,18,13.0,11,11548,72.96,5,0,0,1,2015,3,6,48.0,1
business,0.0,26106.0,12.33,692,B3,CA,rent,53602,1,9.99,12,14,13.0,6,14056,69.38,0,0,0,0,2015,4,2,48.0,0
debtconsolidation,0.0,22528.0,8.72,558,D2,UT,rent,55055,1,11.79,9,17,12.0,5,14268,79.47,0,0,0,0,2015,3,3,48.0,0
debtconsolidation,0.0,21182.0,12.77,566,A3,NY,mortgage,57910,1,14.39,7,11,7.0,5,15852,82.45,1,0,0,2,2015,12,4,48.0,0
debtconsolidation,0.0,18483.0,7.83,450,B1,SC,rent,55270,1,18.64,4,14,13.0,13,16811,55.77,0,0,0,0,2016,2,4,48.0,0
debtconsolidation,0.0,23107.0,14.63,639,E2,CA,rent,56751,1,20.64,5,13,10.0,7,15121,53.17,0,0,0,0,2014,7,0,48.0,0
debtconsolidation,0.0,19671.0,10.13,500,C1,VA,own,59988,1,19.02,5,13,11.0,5,15604,38.41,0,0,0,1,2015,2,3,48.0,0
debtconsolidation,0.0,20917.0,9.17,522,A3,CA,rent,56217,1,17.67,9,9,5.0,3,15622,47.38,0,0,0,1,2014,11,6,48.0,0
debtconsolidation,0.0,25443.0,9.59,535,C2,SD,mortgage,55847,1,26.69,4,20,16.0,15,11972,66.57,0,0,0,0,2015,5,1,60.0,0
healthcare,0.0,18697.0,11.44,411,A2,WA,rent,55117,1,23.13,30,13,11.0,7,19107,65.37,6,13,8,0,2015,3,5,60.0,0
debtconsolidation,0.0,17383.0,6.41,412,A2,TN,own,53634,0,20.04,5,10,6.0,4,10710,54.23,0,0,0,0,2015,2,3,48.0,0
debtconsolidation,0.0,24451.0,17.08,873,B2,IL,mortgage,50572,0,17.0,6,14,10.0,6,14450,55.19,0,0,0,0,2016,2,3,36.0,1
debtconsolidation,0.0,24617.0,16.03,698,D2,NH,mortgage,51992,1,18.21,5,14,9.0,7,14541,72.38,0,10,5,1,2014,10,5,48.0,1
education,0.0,16554.0,10.05,420,C1,NV,rent,58907,0,14.07,9,15,8.0,6,14459,76.36,0,0,0,0,2015,6,1,48.0,0
debtconsolidation,0.0,13959.0,14.17,326,B3,NH,rent,57028,0,16.51,6,13,8.0,3,15356,73.73,0,0,0,2,2015,7,3,60.0,0
healthcare,0.0,21411.0,6.82,422,B2,IA,mortgage,57837,1,18.36,2,5,5.0,2,13302,24.39,0,0,0,0,2015,4,3,60.0,0
debtconsolidation,0.0,23410.0,17.12,836,B3,NY,rent,50141,1,16.28,1,8,6.0,2,13981,70.78,0,0,0,1,2015,2,3,36.0,0
debtconsolidation,0.0,18134.0,19.79,550,C2,ND,rent,54771,1,19.12,2,16,9.0,9,17422,80.31,0,0,0,2,2016,2,5,48.0,0
debtconsolidation,0.0,24610.0,15.91,696,B2,ID,rent,53316,1,16.18,15,3,3.0,1,11596,66.62,0,0,0,0,2015,1,6,48.0,0
debtconsolidation,0.0,17794.0,12.97,405,C1,MA,mortgage,57869,1,14.63,15,15,12.0,7,18632,63.82,0,15,10,2,2016,6,5,60.0,0
debtconsolidation,0.0,21316.0,5.61,408,A2,TN,own,56560,1,16.14,11,23,19.0,17,11071,55.99,0,15,10,0,2014,5,6,60.0,0
debtconsolidation,0.0,17882.0,5.93,543,D3,MS,own,55346,1,17.91,38,11,6.0,5,15179,97.56,0,0,0,1,2014,8,5,36.0,0
debtconsolidation,0.0,24160.0,10.12,614,C1,FL,mortgage,54431,1,21.06,9,9,7.0,4,12512,64.77,0,0,0,0,2015,3,6,48.0,0
debtconsolidation,0.0,17990.0,13.9,418,B3,WA,mortgage,57942,1,16.54,4,17,14.0,7,17389,69.22,0,0,0,0,2014,9,0,60.0,0
debtconsolidation,0.0,21274.0,14.54,587,A3,CA,mortgage,53403,1,27.63,7,16,16.0,8,17274,44.32,0,0,0,1,2016,3,3,48.0,0
debtconsolidation,0.0,18704.0,9.72,395,B1,ME,own,55891,0,29.53,6,15,15.0,8,14131,52.64,0,0,0,0,2015,4,2,60.0,0
debtconsolidation,0.0,29787.0,11.95,989,C2,NV,mortgage,53056,0,9.36,3,16,10.0,6,11523,34.81,0,0,0,18,2015,6,0,36.0,0
debtconsolidation,0.0,14629.0,9.38,367,C3,MI,rent,50604,1,12.57,17,21,19.0,12,20005,100.0,0,3,2,1,2015,2,3,48.0,0
debtconsolidation,0.0,18061.0,5.22,343,C3,DE,own,51105,1,19.85,9,8,6.0,6,20913,82.07,0,0,0,0,2016,1,4,60.0,0
debtconsolidation,1.0,23645.0,16.18,833,B3,CA,mortgage,51298,1,13.71,6,14,10.0,4,22553,97.47,5,10,6,19,2015,5,0,36.0,0
